conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,cleaned_text,sentiment
1965203203773137374,Mon Sep 08 23:58:50 +0000 2025,0,ya Allah lindungi kami dari Prabowo ,1965203203773137374,,,in,,0,0,0,https://x.com/undefined/status/1965203203773137374,1847034573110366208,"",ya allah lindungi kami dari prabowo,Positif
1965203202577760560,Mon Sep 08 23:58:49 +0000 2025,0,Pak @prabowo emang gak ditatar dulu gitu baru aja jadi menteri dah ngeselin rakyat omongannya.,1965203202577760560,,,in,,0,0,0,https://x.com/undefined/status/1965203202577760560,4446119205,"",pak emang tidak ditatar dulu gitu baru saja jadi menteri dah ngeselin rakyat omongannya,Negatif
1965181867927474212,Mon Sep 08 23:58:38 +0000 2025,0,@Dahnilanzar @prabowo Tahniah Selamat dan Sukses Tum DAS menjalankan tugas dg amanah.,1965203153588289618,,Dahnilanzar,in,,0,0,0,https://x.com/undefined/status/1965203153588289618,1252870519721824261,"",tahniah selamat dan sukses tum das menjalankan tugas dengan amanah,Positif
1965203052476203519,Mon Sep 08 23:58:14 +0000 2025,0,Presiden Prabowo Subianto untuk kali kedua melakukan reshuffle atau perombakan kabinet dengan mengganti dan melantik empat menteri dan satu wakil menteri #MorningBreakfast #KBFM #RadioKalimaya #RadioSebayaMudaMalangRaya #RadioAnakMuda #RadioDewasaMuda https://t.co/tQmuG97ZX3,1965203052476203519,,,in,,0,0,0,https://x.com/undefined/status/1965203052476203519,1914885191933550593,"",presiden prabowo subianto untuk kali kedua melakukan reshuffle atau perombakan kabinet dengan mengganti dan melantik empat menteri dan satu wakil menteri,Netral
1965202924075905341,Mon Sep 08 23:57:43 +0000 2025,0,Izin pak @prabowo Mohon gaji DPR dan pejabat kementerian itu mbok yg wajar2 j pak hapus tunjangan2 tidak masuk akal para pejabat yg sangat membebani hidup masyarakat Hapus pajak2 yg mencekik masyarakat kecil,1965202924075905341,,,in,,0,0,0,https://x.com/undefined/status/1965202924075905341,2424628716,"",izin pak mohon gaji dpr dan pejabat kementerian itu mbok yang wajar j pak hapus tunjangan tidak masuk akal para pejabat yang sangat membebani hidup masyarakat hapus pajak yang mencekik masyarakat kecil,Negatif
1965194458645090489,Mon Sep 08 23:57:41 +0000 2025,0,@samhugget @prabowo @Gerindra @bang_dasco @sjafriesjams otak dan lisannya berantakan,1965202916039688333,,samhugget,in,,0,1,0,https://x.com/undefined/status/1965202916039688333,1513694552443727873,"",otak dan lisannya berantakan,Negatif
1965019788813677010,Mon Sep 08 23:57:39 +0000 2025,0,@wibisonoys @democrazymedia Sri Mulyani memang diganti oleh Purbaya Yudhi Sadewa dalam reshuffle kabinet Prabowo kemarin 8 Sept 2025. Beberapa analis khawatir ini bisa picu gejolak rupiah dan fiskal tapi ada juga yang lihat sebagai langkah reformasi. Soal LBP dan itu tampaknya rujuk ke dinamika politik,1965202908393472181,,wibisonoys,in,,0,0,0,https://x.com/undefined/status/1965202908393472181,1720665183188922368,"",sri mulyani memang diganti oleh purbaya yudhi sadewa dalam reshuffle kabinet prabowo kemarin sept beberapa analis khawatir ini bisa picu gejolak rupiah dan fiskal tapi ada juga yang lihat sebagai langkah reformasi soal lbp dan itu tampaknya rujuk ke dinamika politik,Netral
1964845453620728046,Mon Sep 08 23:57:30 +0000 2025,0,@DokterTifa @prabowo Sehat ya Dok terus berjuang demi kebenaran.,1965202870703440017,,DokterTifa,in,,0,0,0,https://x.com/undefined/status/1965202870703440017,78438875,"",sehat ya dok terus berjuang demi kebenaran,Positif
1965088430192570770,Mon Sep 08 23:57:21 +0000 2025,0,@jokoanwar Jangan pancing kemarahan rakyat dg komentar menteri yg arogan. Bercermin lah dr kejadian2 kemarin krn ucapan2 yg melecehkan rakyat. Pak Prabowo mentrimu kok koclok.,1965202830828122142,,jokoanwar,in,,0,0,0,https://x.com/undefined/status/1965202830828122142,1252419798555742209,"",jangan pancing kemarahan rakyat dengan komentar menteri yang arogan bercermin lah dr kejadian kemarin karena ucapan yang melecehkan rakyat pak prabowo mentrimu kok koclok,Negatif
1965038496323924293,Mon Sep 08 23:57:10 +0000 2025,5,@meliksumanandar @The_RedsIndo Sri mulyani sempat mau resign dari kabinet Jokowi ketika Jokowi mendukung Prabowo dan anaknya mulyono jadi capres/cawapres tapi dicegah Megawati.,1965202787530321969,,meliksumanandar,in,,0,0,0,https://x.com/undefined/status/1965202787530321969,1006840774502146049,"",sri mulyani sempat mau resign dari kabinet jokowi ketika jokowi mendukung prabowo dan anaknya mulyono jadi capres cawapres tapi dicegah megawati,Netral
1965202027941958050,Mon Sep 08 23:54:09 +0000 2025,0,Nasib jadi #POLRI Polisi mau naik pangkat saja harus terluka dulu dilempari batu pendemo sangat LUCU sekali apakah sebuah prestasi yg membanggakan berkonflik dengan para pendemo yg anarki sehingga harus dapat penghargaan??? @prabowo @ListyoSigitP,1965202027941958050,,,in,,0,0,0,https://x.com/undefined/status/1965202027941958050,1771257340521771011,"",nasib jadi polisi mau naik pangkat saja harus terluka dulu dilempari batu pendemo sangat lucu sekali apakah sebuah prestasi yang membanggakan berkonflik dengan para pendemo yang anarki sehingga harus dapat penghargaan,Negatif
1965201832814543350,Mon Sep 08 23:53:23 +0000 2025,5,Presiden Prabowo Subianto menegaskan bahwa aksi pembakaran fasilitas umum maupun gedung dalam kerusuhan merupakan ancaman serius yang tidak bisa ditoleransi. Baca di sini: https://t.co/OtlOMg6IXh / #Prabowo https://t.co/M3VAqDZLcv,1965201832814543350,https://pbs.twimg.com/media/G0XMTsUbsAAlzKz.jpg,,in,,1,3,4,https://x.com/undefined/status/1965201832814543350,23343960,"",presiden prabowo subianto menegaskan bahwa aksi pembakaran fasilitas umum maupun gedung dalam kerusuhan merupakan ancaman serius yang tidak bisa ditoleransi baca di sini,Netral
1964558951049220466,Mon Sep 08 23:53:08 +0000 2025,0,@awikuchuz @alfredokusu @prabowo @xquitavee @zy_zy_lestary @__LOVE_AG4EVER @FDonghun @IrawanRommi @Heraloebss @Just_mushlih @mas_veel Yg punya ordal auto bikin yayasan pasang slot daftar. Perkara bangun dapur operasional dll urusan nanti. Gaya lama skema baru: DO pupuk beras konsensi tol pembangkit listrik dsb. Sungguh kaya negeri ini.,1965201769371500821,,awikuchuz,in,,0,1,0,https://x.com/undefined/status/1965201769371500821,52006653,"",yang punya ordal auto bikin yayasan pasang slot daftar perkara bangun dapur operasional dll urusan nanti gaya lama skema baru do pupuk beras konsensi tol pembangkit listrik dsb sungguh kaya negeri ini,Netral
1965201739973623855,Mon Sep 08 23:53:01 +0000 2025,48,Kritisi Prabowo tapi ikut nyari makan di rezim Prabowo.,1965201739973623855,,,in,,0,8,22,https://x.com/undefined/status/1965201739973623855,121425273,"",kritisi prabowo tapi ikut nyari makan di rezim prabowo,Negatif
1965192630297657411,Mon Sep 08 23:52:57 +0000 2025,0,@Flamboyan59 Lagi komunikasi publik orang2 lingkaran dekat Luhut &amp; Prabowo yg merasa jumawa pdhl mrk cm babu rakyat yg hrs kerja bener utk rakyat!!,1965201725608042917,,Flamboyan59,in,,0,0,0,https://x.com/undefined/status/1965201725608042917,1789679077059923968,"",lagi komunikasi publik orang lingkaran dekat luhut amp prabowo yang merasa jumawa pdhl mrk cm babu rakyat yang hrs kerja bener untuk rakyat,Negatif
1965138404481572932,Mon Sep 08 23:51:55 +0000 2025,15,@logos_id Kang dede menolak jadi menkeu sejak awal. Karena tidak sepaham sejalan dgn mau nya prabowo. Nah ini purbaya masuk jebakan batmen.,1965201466634981786,,logos_id,in,,0,1,0,https://x.com/undefined/status/1965201466634981786,1905757800015200256,"",kang dede menolak jadi menkeu sejak awal karena tidak sepaham sejalan dengan mau nya prabowo nah ini purbaya masuk jebakan batmen,Negatif
1965037818901917748,Mon Sep 08 23:51:34 +0000 2025,0,@sofiesyarief Fix ini bukan menteri atau para pembantunya yg problematik tapi @prabowo yg bermasalah dan tidak kompeten dalam memilih para pembantunya.,1965201376289718318,,sofiesyarief,in,,0,0,0,https://x.com/undefined/status/1965201376289718318,1139304012992225280,"",fix ini bukan menteri atau para pembantunya yang problematik tapi yang bermasalah dan tidak kompeten dalam memilih para pembantunya,Negatif
1965201340134805702,Mon Sep 08 23:51:25 +0000 2025,0,belum apa-apa sudah ANOMALI menteri @KemenkeuRI ini akan jadi beban buat presiden @prabowo,1965201340134805702,,,in,,0,0,0,https://x.com/undefined/status/1965201340134805702,116378447,"",belum apa apa sudah anomali menteri ini akan jadi beban buat presiden,Negatif
1965003550955885008,Mon Sep 08 23:51:14 +0000 2025,2,@Nicho_Silalahi @prabowo @jokowi @gibran_tweet @ListyoSigitP Su'ul khatimah akhir tugasnya dan saatnya berhadapan dg rakyat sebagai korban. Udh dilorot mosok masih akan dikawal terus,1965201293624181031,,Nicho_Silalahi,in,,0,0,2,https://x.com/undefined/status/1965201293624181031,1842789159406346240,"",su ul khatimah akhir tugasnya dan saatnya berhadapan dengan rakyat sebagai korban udh dilorot mosok masih akan dikawal terus,Negatif
1965073121725284732,Mon Sep 08 23:51:06 +0000 2025,1,@Konohakeras Radikal break? Ni orang lama lama jadi jubir prabowo ya,1965201260451369337,,Konohakeras,in,,1,5,1,https://x.com/undefined/status/1965201260451369337,451325719,"",radikal break ni orang lama lama jadi jubir prabowo ya,Negatif
1965201239945482352,Mon Sep 08 23:51:01 +0000 2025,0,mau nanya aja nih mmf nanya doang @prabowo bisa gak cari mentri yang bener??? bertanya aja ini mah ^____^,1965201239945482352,,,in,,0,0,0,https://x.com/undefined/status/1965201239945482352,1889577743270158336,"",mau nanya saja nih mmf nanya doang bisa tidak cari mentri yang bener bertanya saja ini mah,Negatif
1965054544099823640,Mon Sep 08 23:50:58 +0000 2025,0,@prabowo Pak tolong reformasi tni &amp; polri Dan ganti pembantu bapak yg warisan pemrintahan dulu insyalloh negara aman maju dan makmur,1965201224678211680,,prabowo,in,,0,0,0,https://x.com/undefined/status/1965201224678211680,1804332758376026112,"",pak tolong reformasi tni amp polri dan ganti pembantu bapak yang warisan pemrintahan dulu insyalloh negara aman maju dan makmur,Positif
1964925188006658143,Mon Sep 08 23:50:54 +0000 2025,2,@AbubakarSu15415 @prabowo @Gerindra @titokarnavian_ @alisyarief @ade_rusmaya Pantes njenengan menolak keras mau disponsori penuh untuk kursi Bupati,1965201207313793531,,AbubakarSu15415,in,,0,0,1,https://x.com/undefined/status/1965201207313793531,1265262339537858560,"",pantes njenengan menolak keras mau disponsori penuh untuk kursi bupati,Negatif
1965019041069994184,Mon Sep 08 23:50:45 +0000 2025,0,@ch_chotimah2 @prabowo kue nya dibagi sedikit2 yg pasti lebih banyak bagi loyalis sejak lama,1965201169732788692,,ch_chotimah2,in,,0,0,0,https://x.com/undefined/status/1965201169732788692,1796475999313629185,"",kue nya dibagi sedikit yang pasti lebih banyak bagi loyalis sejak lama,Positif
1965023038568816733,Mon Sep 08 23:50:41 +0000 2025,1,@miq2501 @prabowo Ga deh,1965201156067787075,,miq2501,in,,0,0,0,https://x.com/undefined/status/1965201156067787075,346447224,"",tidak deh,Negatif
1965051004015231192,Mon Sep 08 23:50:31 +0000 2025,0,@Mdy_Asmara1701 Pak @prabowo ini gimana babunya? Baru menjabat statementnya ky gini. Titipan opungkah orang ini?,1965201111973044661,,Mdy_Asmara1701,in,,0,0,0,https://x.com/undefined/status/1965201111973044661,1824690038992461827,"",pak ini gimana babunya baru menjabat statementnya ky gini titipan opungkah orang ini,Negatif
1965200278027956309,Mon Sep 08 23:50:27 +0000 2025,1,@BarisanOpOsisi @prabowo Beratnya menjaga lisan...empati dikit napa gt sih...gmnpun rakyat tuan kamu...,1965201095921467676,,BarisanOpOsisi,in,,0,1,0,https://x.com/undefined/status/1965201095921467676,601631804,"",beratnya menjaga lisan empati dikit napa gt sih gmnpun rakyat tuan kamu,Negatif
1965005539173413288,Mon Sep 08 23:50:21 +0000 2025,1,@xquitavee @jokowi @prabowo Hahaha.....malahan abis kader2 nya di pemerintahan....biar mereka fokus ke Pak Jokowi aja.... Udah dibilanf jangan lawan orang baek....semakin remukkkk,1965201068536775047,,xquitavee,in,,0,0,0,https://x.com/undefined/status/1965201068536775047,322126030,"",hahaha malahan abis kader nya di pemerintahan biar mereka fokus ke pak jokowi saja udah dibilanf jangan lawan orang baek semakin remukkkk,Negatif
1965201049423323572,Mon Sep 08 23:50:16 +0000 2025,1,Menteri Keuangan yang baru memulai langkah dengan minim empati. Suara rakyat disepelekan. Salah tunjuk menteri pak @prabowo??? https://t.co/xkcH2ogQtB,1965201049423323572,https://pbs.twimg.com/media/G0XL8IWasAAHo4w.jpg,,in,,0,1,0,https://x.com/undefined/status/1965201049423323572,98290687,"",menteri keuangan yang baru memulai langkah dengan minim empati suara rakyat disepelekan salah tunjuk menteri pak,Netral
1964686936318292417,Mon Sep 08 23:49:16 +0000 2025,2,@CakKhum @DitriRizki_D3 Knapa sih pak @prabowo @bang_dasco @Gerindra tampung kader @psi_id yg demen ng hujat dan jelekin Presiden,1965200797719056643,,CakKhum,in,,0,0,0,https://x.com/undefined/status/1965200797719056643,1702329466612219904,"",knapa sih pak tampung kader yang demen ng hujat dan jelekin presiden,Negatif
1965168320786976772,Mon Sep 08 23:44:54 +0000 2025,2,@Hilmi28 Pak prabowo lena tulah lagi... beliau yg mengenalkan kata omon omon beliau yg mencandakan kata omon omon akhirnya semua org yg beliau pilih omon omon sukanya.. kalau kata org jawa poro pandito kok ceblang ceblung.. ,1965199698291306887,,Hilmi28,in,,0,0,0,https://x.com/undefined/status/1965199698291306887,1248627342773121024,"",pak prabowo lena tulah lagi beliau yang mengenalkan kata omon omon beliau yang mencandakan kata omon omon akhirnya semua org yang beliau pilih omon omon sukanya kalau kata org jawa poro pandito kok ceblang ceblung,Negatif
1965054544099823640,Mon Sep 08 23:44:54 +0000 2025,1,@romario_aja @prabowo wajah nya bahlil itu wajah tabokan.,1965199697557291481,,romario_aja,in,,0,1,0,https://x.com/undefined/status/1965199697557291481,1768892819165622272,"",wajah nya bahlil itu wajah tabokan,Negatif
1965054544099823640,Mon Sep 08 23:44:51 +0000 2025,2,@prabowo Strategi yg jenius.. Mentri nya si jok di biarkan memerintah di era Prab pelan pelan. Dan KPK akan bergerak dengan semestinya,1965199685846786442,,prabowo,in,,0,0,0,https://x.com/undefined/status/1965199685846786442,2150156874,"",strategi yang jenius mentri nya si jok di biarkan memerintah di era prab pelan pelan dan kpk akan bergerak dengan semestinya,Positif
1965199680356466868,Mon Sep 08 23:44:50 +0000 2025,0,Sekalian plakat juaranyanya dikasih ga ke @prabowo @Gerindra? https://t.co/nqoNk3ksAs,1965199680356466868,https://pbs.twimg.com/media/G0XKsdJbMAAbS4h.jpg,,in,,0,0,0,https://x.com/undefined/status/1965199680356466868,1709557502646579200,"",sekalian plakat juaranyanya dikasih tidak ke,Netral
1965049302692274188,Mon Sep 08 23:44:47 +0000 2025,0,@erwin_wd007 @MuhadklyAcho Pak @prabowo bpk masih blm bangun kah bangun cepat pak jika tak ingin kapal ini di serobot nahkoda lain.,1965199670751420482,,erwin_wd007,in,,0,0,0,https://x.com/undefined/status/1965199670751420482,867689123837956096,"",pak bpk masih belum bangun kah bangun cepat pak jika tak ingin kapal ini di serobot nahkoda lain,Negatif
1965051004015231192,Mon Sep 08 23:44:26 +0000 2025,0,@Mdy_Asmara1701 Setiap hari ada saja statement bodoh dari para pembantunya @prabowo !!! Kita rakyat bingung antara memang para pejabat itu yg tolol atau presiden sebagai user yg ga becus....!!! Ritual retreat di markas militer itu hasilnya hanya kegaduhan...!!!,1965199579613462662,,Mdy_Asmara1701,in,,0,0,0,https://x.com/undefined/status/1965199579613462662,1139304012992225280,"",setiap hari ada saja statement bodoh dari para pembantunya kita rakyat bingung antara memang para pejabat itu yang tolol atau presiden sebagai user yang tidak becus ritual retreat di markas militer itu hasilnya hanya kegaduhan,Negatif
1965199569672867881,Mon Sep 08 23:44:23 +0000 2025,0,Hobi bgt ngoleksi kompor dah prabowo,1965199569672867881,,,in,,0,0,0,https://x.com/undefined/status/1965199569672867881,1124476218256945153,"",hobi bgt ngoleksi kompor dah prabowo,Positif
1965199557920440812,Mon Sep 08 23:44:20 +0000 2025,0,Sekedar mengingatkan Indonesia masih negara republik yang demokratis. Jangan menggiringnya menjadi negara Police State. Jadi silakan meletakkan dirinya masing-masing pada tatanan yang dibangun para Bapak dan Ibu Bangsa kita. Sekian. Terima kasih. @puanmaharani_ri @prabowo,1965199557920440812,,,in,,0,0,0,https://x.com/undefined/status/1965199557920440812,2557982923,"",sekedar mengingatkan indonesia masih negara republik yang demokratis jangan menggiringnya menjadi negara police state jadi silakan meletakkan dirinya masing masing pada tatanan yang dibangun para bapak dan ibu bangsa kita sekian terima kasih,Netral
1964845453620728046,Mon Sep 08 23:44:18 +0000 2025,0,@Bintang2009 @DokterTifa @prabowo Banyak memang akun Ternak Mulyono.,1965199548546216358,,Bintang2009,in,,0,0,0,https://x.com/undefined/status/1965199548546216358,2301251557,"",banyak memang akun ternak mulyono,Netral
1965199510159954298,Mon Sep 08 23:44:09 +0000 2025,24,Menkeu yang baru aura petantang petenteng nya kuat banget. Pas baca background dia kayak nya orang ini setipe sama Prabowo. Hidup di atas langit dan ngga memahami akar rumput. Jadi pas nanggapin tuntutab 17+8 seolah olah meremehkan.,1965199510159954298,,,in,,0,1,3,https://x.com/undefined/status/1965199510159954298,1446382645022060544,"",menkeu yang baru aura petantang petenteng nya kuat banget pas baca background dia kayak nya orang ini setipe sama prabowo hidup di atas langit dan ngga memahami akar rumput jadi pas nanggapin tuntutab seolah olah meremehkan,Negatif
1965075521064329221,Mon Sep 08 23:44:02 +0000 2025,1,@DokterTifa @JamalBoegis @prabowo Satu persatu,1965199478878789810,,DokterTifa,in,,0,0,0,https://x.com/undefined/status/1965199478878789810,1603772719077552128,"",satu persatu,Positif
1965199417344196950,Mon Sep 08 23:43:47 +0000 2025,2,BARU LIAT. IH. SENGAK BGT ANJIR??? MENTERINYA PRABOWO BODOH SEMUA ,1965199417344196950,,,in,,0,0,0,https://x.com/undefined/status/1965199417344196950,1153553384479186944,"",baru liat ih sengak bgt anjir menterinya prabowo bodoh semua,Negatif
1965054544099823640,Mon Sep 08 23:43:34 +0000 2025,1,@prabowo Semoga Indonesia Emas ini bisa terwujud ya Pak. Tapi saya kok pesimis dgn pilihan mentri reshuffle ini.,1965199361266385150,,prabowo,in,,0,0,0,https://x.com/undefined/status/1965199361266385150,1406233684445831168,"",semoga indonesia emas ini bisa terwujud ya pak tapi saya kok pesimis dengan pilihan mentri reshuffle ini,Negatif
1965181867927474212,Mon Sep 08 23:43:30 +0000 2025,0,@Dahnilanzar @prabowo Tapi tetap perintah yang menggunakan akhlak dan pikiran jernih ya ito. Jangan buat malu generasi,1965199344971501710,,Dahnilanzar,in,,0,0,0,https://x.com/undefined/status/1965199344971501710,1569637157618487297,"",tapi tetap perintah yang menggunakan akhlak dan pikiran jernih ya ito jangan buat malu generasi,Negatif
1964996350166327324,Mon Sep 08 23:43:22 +0000 2025,0,@ferrykoto @prabowo Bu SMI mungkin berpikir sy sdh all out menjaga rumah Indonesia tp pemerintah gak bisa jaga rumah saya. Ya good bye lah.,1965199311928787086,,ferrykoto,in,,0,0,0,https://x.com/undefined/status/1965199311928787086,989373546295013377,"",bu smi mungkin berpikir sy sudah all out menjaga rumah indonesia tp pemerintah tidak bisa jaga rumah saya ya good bye lah,Negatif
1964841116240679182,Mon Sep 08 23:43:16 +0000 2025,0,@RiyanRiyan52986 @ARSIPAJA Ya berita dari https://t.co/tVNxpU5iHb itu asli dan diterbitkan kemarin. Prabowo menyatakan ekonomi stabil dengan pertumbuhan 5 12% di Q2 2025 meski ada demo yang berujung kerusuhan. Pemerintah klaim ciptakan jutaan lapangan kerja tapi banyak yang informal dan bergaji rendah,1965199287937360359,,RiyanRiyan52986,in,,0,0,0,https://x.com/undefined/status/1965199287937360359,1720665183188922368,"",ya berita dari itu asli dan diterbitkan kemarin prabowo menyatakan ekonomi stabil dengan pertumbuhan di q meski ada demo yang berujung kerusuhan pemerintah klaim ciptakan jutaan lapangan kerja tapi banyak yang informal dan bergaji rendah,Netral
1964558951049220466,Mon Sep 08 23:43:13 +0000 2025,0,@alfredokusu @awikuchuz @prabowo @xquitavee @zy_zy_lestary @__LOVE_AG4EVER @FDonghun @IrawanRommi @Heraloebss @Just_mushlih @mas_veel umumnya yayasan ga punya uang,1965199274825978263,,alfredokusu,in,,0,2,0,https://x.com/undefined/status/1965199274825978263,52006653,"",umumnya yayasan tidak punya uang,Negatif
1965005647893930242,Mon Sep 08 23:43:06 +0000 2025,1,@kamehadian @PartaiSocmed Semoga aja demo revolusi refomasi makin besar mmbara hancurkan semuanya. Kalo prabowo bikin kbijakan yg mncekik rakyat.,1965199247441269097,,kamehadian,in,,0,0,0,https://x.com/undefined/status/1965199247441269097,1685191707053420544,"",semoga saja demo revolusi refomasi makin besar mmbara hancurkan semuanya kalo prabowo bikin kbijakan yang mncekik rakyat,Negatif
1965138404481572932,Mon Sep 08 23:43:04 +0000 2025,0,@RakanPra @jbc168 @logos_id @prabowo @ChatibBasri Dewan Ekonomi Nasional jadi bawahan Luhut juga. Both pernah jadi bawahan Lutung eh Luhut,1965199235441471936,,RakanPra,in,,0,0,0,https://x.com/undefined/status/1965199235441471936,104328979,"",dewan ekonomi nasional jadi bawahan luhut juga both pernah jadi bawahan lutung eh luhut,Negatif
1964599522639958324,Mon Sep 08 23:42:51 +0000 2025,0,@ARSIPAJA Tapi @prabowo gak percaya,1965199183847317948,,ARSIPAJA,in,,0,0,0,https://x.com/undefined/status/1965199183847317948,1709749109203324928,"",tapi tidak percaya,Negatif
1964845453620728046,Mon Sep 08 23:42:36 +0000 2025,0,@newdans23 @DokterTifa @prabowo Anda tidak mungkin bisa membungkam mulut dr Tifa. Sehebat usaha apa pun penguasa apalagi kamu ? Apa emang kamu sendiri cerdas dan punya akal waras rasanya tidak ! Menghentikan kebenaran itu pekerjaan syeton yg terkutuk ! Ingat itu ya para pembenci kebenaran.,1965199120119038312,,newdans23,in,,0,0,0,https://x.com/undefined/status/1965199120119038312,1930024370560479237,"",anda tidak mungkin bisa membungkam mulut dr tifa sehebat usaha apa pun penguasa apalagi kamu apa emang kamu sendiri cerdas dan punya akal waras rasanya tidak menghentikan kebenaran itu pekerjaan syeton yang terkutuk ingat itu ya para pembenci kebenaran,Negatif
1965199120119021780,Mon Sep 08 23:42:36 +0000 2025,0,Alih-alih menunjuk seorang profesional Prabowo selalu memilih orang-orang yg lucu,1965199120119021780,,,in,,0,0,0,https://x.com/undefined/status/1965199120119021780,2376755862,"",alih alih menunjuk seorang profesional prabowo selalu memilih orang orang yang lucu,Netral
1965199079023300708,Mon Sep 08 23:42:26 +0000 2025,0,Sementara harga beras dipasaran bukannya turun malah naik wooi @prabowo,1965199079023300708,,,in,,0,0,0,https://x.com/undefined/status/1965199079023300708,1603634961755820032,"",sementara harga beras dipasaran bukannya turun malah naik wooi,Negatif
